drug,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,DILIConcern,DILI Risk Level,DILIConcern source
setiptiline,0,0.047619048,0,0,0,0,0.142857143,0.095238095,0.047619048,0,0,0,0.095238095,0,0,0,0.333333333,0,0,0.142857143,0.047619048,0,0,0.047619048,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
sevelamer,0.007132509,0.020505962,0.000334336,0.001114454,0.0024518,0.0049036,0.490805751,0.070767859,0.002786136,0.002786136,0.022400535,0.053828151,0.027861362,0.043352279,0.01248189,0.004792154,0.028418589,0.000557227,0.004569263,0.006798172,0.0073554,0.000668673,0.017831272,0.129722501,0.001560236,0.020840299,0.013373454,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sevoflurane,0.007492355,0.108562691,0.00382263,0.001070336,0.003211009,0.006727829,0.058256881,0.122171254,0.04266055,0.028593272,0.00795107,0.094954128,0.093883792,0.027675841,0.020642202,0.011314985,0.082568807,0.005963303,0.008409786,0.047400612,0.029204893,0.000764526,0.095412844,0.032721713,0.001070336,0.004740061,0.052752294,Other-DILI-Concern,Low,Logistic regression model predictions 
sibutramine,0.003563084,0.064544393,0.001401869,0.00478972,0.001577103,0.018049065,0.129497664,0.161565421,0.004380841,0.002686916,0.013434579,0.015303738,0.064252336,0.061507009,0.021436916,0.002102804,0.143457944,0.005023364,0.000584112,0.116705607,0.012207944,0.018983645,0.033294393,0.05,0.001168224,0.011974299,0.036507009,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sildenafil,0.004045298,0.047663669,0.001645545,0.011370259,0.000799918,0.052143208,0.046040979,0.276611549,0.003942452,0.00434241,0.02909415,0.062176462,0.036613377,0.014272818,0.02224914,0.024123233,0.095224491,0.000457096,0.011964484,0.028591345,0.012135895,0.071432653,0.052040362,0.022237713,0.002639728,0.008753385,0.057388383,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
silibinin,0.029239766,0.023391813,0,0,0,0.023391813,0.280701754,0.140350877,0.005847953,0.011695906,0,0.01754386,0.040935673,0.01754386,0.005847953,0,0.099415205,0.005847953,0,0.005847953,0,0,0.029239766,0.251461988,0,0,0.011695906,Most-DILI-Concern,High,Logistic regression model predictions 
silodosin,0.006924979,0.018136851,0.000824402,0.008573784,0.000659522,0.020115416,0.113767519,0.088705688,0.005935697,0.003792251,0.015004122,0.024072547,0.03561418,0.006760099,0.02159934,0.004451772,0.140313273,0,0.000989283,0.036603462,0.04286892,0.231657049,0.076669415,0.053915911,0.000824402,0.002967848,0.038252267,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
silymarin,0.014522822,0.012448133,0,0.002766252,0.001383126,0.008990318,0.322268326,0.09197787,0.026279391,0.013139696,0.013139696,0.024204703,0.049792531,0.019363762,0.020746888,0.003457815,0.085753804,0.000691563,0.002766252,0.026279391,0.015214385,0.006915629,0.031120332,0.191562932,0.001383126,0.000691563,0.013139696,Other-DILI-Concern,Low,Logistic regression model predictions 
simeprevir,0.077559954,0.013608679,0.001522649,0.002759802,0.002759802,0.011515036,0.059478493,0.152550438,0.048819947,0.005329273,0.072706509,0.111534069,0.166063951,0.022363913,0.017320137,0.010087552,0.052055577,0.000475828,0.005424439,0.028930339,0.018366959,0.00237914,0.02179292,0.07851161,0.00085649,0.004758279,0.010468215,Most-DILI-Concern,High,Logistic regression model predictions 
simethicone,0.004823748,0.018181818,0.000742115,0.002226345,0.000371058,0.021892393,0.19406308,0.136920223,0.00742115,0.022263451,0.030426716,0.097959184,0.044526902,0.016326531,0.025602968,0.00742115,0.064564007,0.00148423,0.020037106,0.034508349,0.017810761,0.004823748,0.039703154,0.153617811,0.003710575,0.00890538,0.019666048,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
simvastatin,0.009959647,0.02163097,0.001268236,0.006013037,0.001481087,0.017648885,0.09368099,0.113715578,0.028637311,0.0138087,0.01315241,0.022313866,0.082195911,0.019183185,0.21797703,0.004815751,0.099153031,0.000780453,0.006394395,0.040494878,0.0290098,0.010163629,0.030748082,0.094151035,0.002802536,0.003485433,0.015334132,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sincalide,0,0.04,0,0,0,0.012,0.112,0.28,0.004,0.008,0,0.092,0.056,0.008,0.032,0,0.104,0.008,0.032,0.02,0,0.02,0.048,0.08,0,0,0.044,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sirolimus,0.052088732,0.030527625,0.001399399,0.001865865,0.001036592,0.008448222,0.077744376,0.124028195,0.017311081,0.042033793,0.1147507,0.079247434,0.07484192,0.036902664,0.023530631,0.035192288,0.03861304,0.002176843,0.004094537,0.011402509,0.061988183,0.00502747,0.070695553,0.036384368,0.00119208,0.011920804,0.035555095,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sisomicin,0.041666667,0.013888889,0,0.069444444,0,0.013888889,0.069444444,0.097222222,0.013888889,0.041666667,0,0,0,0.027777778,0.027777778,0,0.194444444,0,0,0.013888889,0.055555556,0,0.055555556,0.208333333,0,0.013888889,0.041666667,Other-DILI-Concern,Low,Logistic regression model predictions 
sitafloxacin,0.031578947,0.026315789,0,0,0.005263158,0,0.057894737,0.047368421,0.068421053,0.073684211,0.047368421,0,0.084210526,0.042105263,0.021052632,0,0.078947368,0.010526316,0,0.015789474,0.052631579,0,0.052631579,0.268421053,0,0,0.015789474,Most-DILI-Concern,High,Logistic regression model predictions 
sitagliptin,0.013878928,0.024036132,0.000988583,0.003838027,0.004225707,0.014324759,0.151388862,0.118377949,0.018841226,0.008044351,0.03221617,0.046540929,0.111651709,0.050902324,0.049700518,0.050437109,0.070344453,0.000368296,0.004186939,0.025470546,0.033708736,0.007133304,0.04435054,0.070867821,0.002171005,0.020004264,0.022000814,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sitaxentan,0.0425,0.075,0,0.005,0.0025,0.0025,0.0625,0.16,0.07,0,0.0575,0.025,0.1925,0.03,0.025,0.01,0.04,0,0,0,0.0175,0.0075,0.1025,0.015,0,0.005,0.0525,Most-DILI-Concern,High,Logistic regression model predictions 
sitaxsentan,0.0425,0.075,0,0.005,0.0025,0.0025,0.0625,0.16,0.07,0,0.0575,0.025,0.1925,0.03,0.025,0.01,0.04,0,0,0,0.0175,0.0075,0.1025,0.015,0,0.005,0.0525,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sivelestat,0.068965517,0.022988506,0,0,0,0,0.011494253,0.068965517,0.229885057,0.045977011,0.034482759,0,0.229885057,0.022988506,0.034482759,0,0.022988506,0,0,0.011494253,0.057471264,0,0.068965517,0.045977011,0,0,0.022988506,Most-DILI-Concern,High,Logistic regression model predictions 
sobrepin,0,0.008849558,0,0.002949853,0,0.014749263,0.250737463,0.100294985,0,0.014749263,0.002949853,0.005899705,0.026548673,0,0.01179941,0,0.179941003,0,0,0.088495575,0.017699115,0,0.053097345,0.206489676,0,0,0.014749263,Other-DILI-Concern,Low,Logistic regression model predictions 
sodium fluorophosphate,0.014084507,0.042253521,0,0,0,0.014084507,0.281690141,0.070422535,0,0.056338028,0.056338028,0.042253521,0.042253521,0,0,0.028169014,0.070422535,0.014084507,0.056338028,0,0.014084507,0,0.070422535,0.084507042,0,0.014084507,0.028169014,Other-DILI-Concern,Low,Logistic regression model predictions 
sodium oxybate,0.002577393,0.015702126,0.001721432,0.007380284,0.004688763,0.012972562,0.073498502,0.150649104,0.003756717,0.015226592,0.050501688,0.104027771,0.053640211,0.022882686,0.050929669,0.007941414,0.12667269,0.002872224,0.002187455,0.118950021,0.015920871,0.006695516,0.054144277,0.025773931,0.010328594,0.034970755,0.023386752,Other-DILI-Concern,Low,Logistic regression model predictions 
sodium picosulfate,0.005060729,0.022267206,0.004048583,0.002024291,0.003036437,0.00708502,0.298582996,0.118421053,0.008097166,0.008097166,0.024291498,0.066801619,0.030364372,0.043522267,0.020242915,0.008097166,0.094129555,0.004048583,0.012145749,0.050607287,0.023279352,0.003036437,0.024291498,0.089068826,0,0.001012146,0.028340081,Other-DILI-Concern,Low,Logistic regression model predictions 
sodium tetradecyl sulfate,0.012359551,0.015730337,0.001123596,0.006741573,0,0.023595506,0.061797753,0.206741573,0.008988764,0.08988764,0.023595506,0.065168539,0.019101124,0.003370787,0.030337079,0,0.088764045,0.004494382,0.006741573,0.01011236,0.013483146,0,0.052808989,0.182022472,0.001123596,0.002247191,0.069662921,Other-DILI-Concern,Low,Logistic regression model predictions 
sofalcone,0.041666667,0,0.020833333,0,0.020833333,0.020833333,0.083333333,0.145833333,0.145833333,0.041666667,0.020833333,0,0,0,0.041666667,0,0.020833333,0,0,0,0.083333333,0,0.041666667,0.229166667,0,0,0.041666667,Most-DILI-Concern,High,Logistic regression model predictions 
solifenacin,0.001768133,0.013662849,0.000321479,0.004540888,0.000442033,0.052401045,0.220855937,0.223588507,0.002531646,0.005987543,0.022744625,0.089692586,0.026883665,0.011131204,0.022463331,0.005063291,0.076592325,0.000361664,0.0039783,0.032348805,0.087201125,0.008278079,0.025316456,0.038738196,0.001808318,0.010930279,0.010367691,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
somatostatin,0.011925043,0.112436116,0,0.001703578,0.002555366,0.003407155,0.242759796,0.136286201,0.007666099,0.014480409,0.003407155,0.005110733,0.025553663,0.094548552,0.003407155,0.005962521,0.077512777,0,0,0.009369676,0.000851789,0,0.04770017,0.138841567,0,0,0.05451448,Other-DILI-Concern,Low,Logistic regression model predictions 
sonidegib,0.066889632,0.056856187,0.003344482,0.006688963,0,0.010033445,0.107023411,0.130434783,0.006688963,0,0.110367893,0.050167224,0.053511706,0.046822742,0.073578595,0.060200669,0.066889632,0,0.003344482,0.026755853,0.02006689,0.006688963,0.016722408,0.033444816,0,0.026755853,0.016722408,Most-DILI-Concern,High,Logistic regression model predictions 
sorafenib,0.026521273,0.017743225,0.000680469,0.003300274,0.001854278,0.00563088,0.162546995,0.133559022,0.026470238,0.002926016,0.033734243,0.027916234,0.06563122,0.050388718,0.046884303,0.045693483,0.055798445,0.000119082,0.00059541,0.019529456,0.015582737,0.004610176,0.049010768,0.15982512,0.001922324,0.008727013,0.032798598,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sorbitol,0.012048193,0.012048193,0.004016064,0.004016064,0,0.016064257,0.289156627,0.096385542,0.012048193,0.0562249,0.044176707,0.036144578,0.02811245,0.088353414,0.020080321,0,0.064257028,0,0.004016064,0.024096386,0.012048193,0,0.044176707,0.092369478,0,0.004016064,0.036144578,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sotalol,0.01112113,0.212704138,0.001603046,0.00821561,0.001803427,0.018435027,0.055204889,0.128444044,0.008716561,0.008616371,0.012423605,0.041579,0.080953812,0.024145877,0.023945496,0.002504759,0.103596834,0.005710851,0.011722272,0.036469292,0.015128745,0.00561066,0.05530508,0.067528304,0.000901713,0.005710851,0.051898607,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
spaglumic acid,0,0,0,0,0,0.25,0,0.142857143,0.035714286,0.035714286,0.107142857,0.035714286,0,0,0.071428571,0,0,0,0,0,0,0,0.071428571,0.25,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
sparfloxacin,0.020864382,0.023845007,0,0.004470939,0,0.016393443,0.038748137,0.102831595,0.01490313,0.011922504,0.007451565,0.011922504,0.013412817,0.010432191,0.049180328,0,0.058122206,0.001490313,0,0.013412817,0.013412817,0.001490313,0.019374069,0.554396423,0,0,0.011922504,Other-DILI-Concern,Low,Logistic regression model predictions 
sparteine,0,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0.125,0.125,0,0,0.25,Other-DILI-Concern,Low,Logistic regression model predictions 
spectinomycin,0.01,0.03,0.01,0.03,0,0.04,0.12,0.15,0.02,0.04,0.02,0,0.01,0,0.01,0,0.1,0,0,0.03,0.01,0.02,0.06,0.22,0,0,0.07,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
spiperone,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
spiramycin,0.047813551,0.011773186,0.003844306,0.008169149,0.000240269,0.012013455,0.126141278,0.094425757,0.032676598,0.020422874,0.019461797,0.014416146,0.027630947,0.005766458,0.010331571,0.000240269,0.105718405,0.001441615,0.000240269,0.009610764,0.014175877,0.002402691,0.03195579,0.378664104,0,0.000240269,0.020182605,Most-DILI-Concern,High,Logistic regression model predictions 
spironolactone,0.021114917,0.04154469,0.001526004,0.003830582,0.003363438,0.007598879,0.065182186,0.086421675,0.01289318,0.012830894,0.013204609,0.029648085,0.059265026,0.18763625,0.023730925,0.007256306,0.068857054,0.000996574,0.003924011,0.025443787,0.098691996,0.079881657,0.027530364,0.078199938,0.001432576,0.002989723,0.035004671,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
stanozolol,0.019259259,0.031111111,0.002962963,0.001481481,0.01037037,0.014814815,0.066666667,0.087407407,0.154074074,0.002962963,0.023703704,0.019259259,0.051851852,0.022222222,0.026666667,0.013333333,0.093333333,0.001481481,0,0.054814815,0.047407407,0.037037037,0.04,0.139259259,0,0,0.038518519,Most-DILI-Concern,High,Logistic regression model predictions 
stavudine,0.021148845,0.012658712,0.007687012,0.002753557,0.001950436,0.007113355,0.080082607,0.082568456,0.037058284,0.009178522,0.034342971,0.014685636,0.078017439,0.09434756,0.033884045,0.006080771,0.146244455,0.01652134,0.000114732,0.013347101,0.013844271,0.014341441,0.016597828,0.242312988,0.000458926,0.004703993,0.007954719,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
stepronin,0.015384615,0.030769231,0,0.007692308,0,0.007692308,0.1,0.292307692,0.007692308,0,0.023076923,0,0.007692308,0.007692308,0.007692308,0,0.046153846,0,0,0,0,0,0.207692308,0.238461538,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
stiripentol,0.051502146,0.006437768,0,0.002145923,0.006437768,0,0.055793991,0.135193133,0.034334764,0.002145923,0.025751073,0.051502146,0.124463519,0.105150215,0.021459227,0.004291845,0.227467811,0,0.004291845,0.066523605,0.010729614,0.004291845,0.025751073,0.021459227,0.004291845,0.002145923,0.006437768,Other-DILI-Concern,Low,Logistic regression model predictions 
streptomycin,0.017568428,0.013112667,0.000381922,0.131508593,0.000636537,0.014258434,0.094334819,0.116740929,0.029026098,0.051814131,0.009420751,0.003564609,0.02495226,0.016295353,0.013876512,0.000381922,0.127562062,0,0,0.013112667,0.017313813,0.000636537,0.023806493,0.260471038,0,0.00101846,0.018204965,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
streptozocin,0.053956835,0.021582734,0.005395683,0.001798561,0.001798561,0.003597122,0.196043165,0.129496403,0.037769784,0.001798561,0.026978417,0.025179856,0.066546763,0.075539568,0.014388489,0.158273381,0.039568345,0,0.001798561,0.005395683,0.071942446,0.001798561,0.01618705,0.028776978,0,0.001798561,0.012589928,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
streptozotocin,0.053285968,0.021314387,0.005328597,0.001776199,0.001776199,0.003552398,0.193605684,0.127886323,0.037300178,0.001776199,0.024866785,0.024866785,0.065719361,0.074600355,0.014209591,0.168738899,0.039076377,0,0.001776199,0.005328597,0.072824156,0.001776199,0.01598579,0.028419183,0,0.001776199,0.012433393,Other-DILI-Concern,Low,Logistic regression model predictions 
strontium,0.020408163,0.020408163,0,0,0,0.020408163,0.183673469,0.06122449,0.020408163,0,0.020408163,0.06122449,0.163265306,0.020408163,0.081632653,0.020408163,0.12244898,0,0,0.040816327,0.040816327,0,0,0.081632653,0,0,0.020408163,Most-DILI-Concern,High,Logistic regression model predictions 
succimer,0.04676259,0.028776978,0,0,0.003597122,0.014388489,0.122302158,0.115107914,0.017985612,0.014388489,0.007194245,0.035971223,0.089928058,0.010791367,0.043165468,0.007194245,0.136690647,0,0.003597122,0.032374101,0.021582734,0.003597122,0.039568345,0.169064748,0.003597122,0.003597122,0.028776978,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
succinic acid,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.25,Other-DILI-Concern,Low,Logistic regression model predictions 
succinylcholine,0.002003847,0.116543764,0.001282462,0.000240462,0.000641231,0.00328631,0.008977236,0.112455915,0.002965694,0.256732927,0.002003847,0.030779096,0.048653415,0.012984931,0.023885861,0.000160308,0.039676178,0.003927541,0.004087849,0.005610773,0.006252004,0.000641231,0.117746072,0.092337288,0.000881693,0.002404617,0.102837448,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sucralfate,0.015016795,0.016004742,0.000592768,0.008298755,0.00335902,0.00987947,0.313771982,0.102351314,0.008496345,0.022722782,0.018573404,0.05354673,0.034775736,0.024105908,0.022130014,0.001975894,0.095633274,0.000790358,0.016202332,0.031416716,0.012843312,0.005532503,0.038134756,0.123493381,0.000395179,0.00335902,0.01659751,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sucralose,0,0,0,0,0,0,0.185185185,0.148148148,0,0.296296296,0,0,0.037037037,0,0.037037037,0,0.111111111,0,0.037037037,0,0,0,0,0.074074074,0.037037037,0,0.037037037,Most-DILI-Concern,High,Logistic regression model predictions 
sucrose,0,0,0,0.025641026,0,0.076923077,0.076923077,0.153846154,0,0.051282051,0.025641026,0.102564103,0.025641026,0.025641026,0,0,0.102564103,0,0.076923077,0,0,0,0.051282051,0.153846154,0.025641026,0,0.025641026,Most-DILI-Concern,High,Logistic regression model predictions 
sufentanil,0.007292719,0.069000337,0.000673174,0.001234152,0.000560978,0.006956131,0.167395939,0.054751487,0.009424436,0.154605632,0.005721979,0.029058678,0.031975766,0.00415124,0.009873219,0.000112196,0.108829799,0.0025805,0.005721979,0.014697633,0.010209806,0.001121957,0.088185796,0.12487378,0.001121957,0.003253674,0.086615057,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sulbactam,0.071641791,0.023880597,0.008955224,0,0.002985075,0.014925373,0.107462687,0.086567164,0.017910448,0.056716418,0.071641791,0.020895522,0.059701493,0.005970149,0.008955224,0,0.029850746,0.011940299,0,0,0.062686567,0,0.047761194,0.247761194,0,0.008955224,0.032835821,Most-DILI-Concern,High,Logistic regression model predictions 
sulbutiamine,0,0.029850746,0,0.014925373,0,0.014925373,0.149253731,0.111940299,0,0.014925373,0.007462687,0.044776119,0.037313433,0.014925373,0.02238806,0,0.104477612,0,0,0.111940299,0.014925373,0,0.037313433,0.246268657,0,0,0.02238806,Other-DILI-Concern,Low,Logistic regression model predictions 
sulconazole,0,0,0,0,0,0.029411765,0.029411765,0.274509804,0.009803922,0.039215686,0.019607843,0.029411765,0.009803922,0,0.019607843,0,0.098039216,0.009803922,0.009803922,0,0.009803922,0.009803922,0.019607843,0.382352941,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
sulfabenzamide,0,0,0,0,0,0,0.12,0.08,0,0.48,0.04,0.08,0.04,0,0,0,0,0,0,0,0,0.04,0,0.08,0,0.04,0,Other-DILI-Concern,Low,Logistic regression model predictions 
sulfacarbamide,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0.333333333,0,0,0,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sulfacetamide,0.004210526,0.001052632,0.001052632,0.003157895,0.001052632,0.169473684,0.029473684,0.14,0.002105263,0.235789474,0.093684211,0.041052632,0.014736842,0.003157895,0.010526316,0,0.025263158,0,0.008421053,0.005263158,0.003157895,0,0.021052632,0.173684211,0.003157895,0.002105263,0.007368421,Other-DILI-Concern,Low,Logistic regression model predictions 
